"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"July 24, 2018",Texas,Conroe,"1100 S Loop 336",1,0,N/A
"July 15, 2018",Ohio,Cleveland,"6500 block of Newman Ave",1,0,N/A
"July 15, 2018",Oklahoma,Bethany,"2004 N Wilburn Ave",1,0,N/A
"July 10, 2018",Oklahoma,"Oklahoma City","2400 block of S St Clair Ave",1,0,N/A
"July 9, 2018",Michigan,Pontiac,"100 block of Willard St",1,0,N/A
"July 7, 2018",Missouri,Columbia,"700 block of Hulen Dr",1,0,N/A
"July 5, 2018",Virginia,Alexandria,"8400 block of Del Norte Court",1,0,N/A
"July 4, 2018",Colorado,"Fort Collins","800 block of Merganser Dr",1,0,N/A
"July 3, 2018",Georgia,Roswell,"1275 Upper Hembree Rd",1,1,N/A
"June 30, 2018",Mississippi,Carthage,"Martin Luther King Dr",1,0,N/A
"June 26, 2018",Massachusetts,Dighton,"475 Forest St",1,0,N/A
"June 13, 2018",Wisconsin,Madison,"4402 E Buckeye Rd",1,0,N/A
"June 12, 2018",Tennessee,Memphis,"3131 Madewell St",1,0,N/A
"June 11, 2018","North Carolina",Taylorsville,"Will Wilson Ln",1,0,N/A
"June 8, 2018",Texas,"Big Spring","1800 block of Nolan St",1,0,N/A
"June 7, 2018",Oregon,"Silver Lake","Bowens Ln",1,0,N/A
"June 6, 2018",Georgia,Riverdale,"Adel Ln",1,0,N/A
"June 5, 2018",Arizona,Glendale,"67th Ave and Bethany Home Rd",1,0,N/A
"June 4, 2018",Ohio,Dayton,"2500 block of Wheeler Ave",1,0,N/A
"June 4, 2018",Indiana,Lebanon,"1400 block of W South St",1,0,N/A
"June 1, 2018",Washington,"Seattle (Seatac)","14700 Block of 29th Pl S",1,0,N/A
"May 29, 2018",Arizona,Tucson,"3700 block of N Campbell Ave",1,0,N/A
"May 28, 2018",Iowa,"Des Moines","1500 block of Walker St",1,0,N/A
"May 27, 2018",Washington,"Cle Elum","Sandy Ridge Rd",1,0,N/A
"May 27, 2018",Pennsylvania,"New Bloomfield","1600 block of Jericho Rd",1,0,N/A
"May 26, 2018",Louisiana,"Lake Charles (Moss Bluff)","Koonce Rd",1,0,N/A
"May 26, 2018",Illinois,Chicago,"800 block of E 49th St",1,0,N/A
"May 21, 2018",Alabama,Birmingham,"200 block of Tucker Ave",1,0,N/A
"May 18, 2018",Oklahoma,Tulsa,"2600 block of E Oklahoma St",1,0,N/A
"May 14, 2018",Mississippi,Meridian,"2427 4th Ave",1,0,N/A
"May 12, 2018",Illinois,Rockford,"1100 block of Fairview Ave",1,0,N/A
"May 12, 2018",Texas,Rockwall,"1100 block of Fairview Dr",1,0,N/A
"May 10, 2018",Iowa,Clarksville,N/A,1,0,N/A
"April 30, 2018",Texas,Christine,N/A,1,1,N/A
"April 15, 2018",Indiana,"Fort Wayne","2700 block of Chestnut St",1,1,N/A
"March 28, 2018",Indiana,"Terre Haute","Golf Bag Ln",1,0,N/A
"March 25, 2018",Georgia,Brunswick,"104 Eagles Point Dr",1,0,N/A
"March 12, 2018",Louisiana,"Lake Providence",N/A,1,0,N/A
"March 7, 2018",Alabama,Birmingham,"950 Springville Rd",1,2,N/A
"March 4, 2018",Georgia,Atlanta,"800 block of Mercury Drive",1,0,N/A
"February 23, 2018",Louisiana,Monroe,"Curtis Rd and Swartz Fairbanks Rd",1,0,N/A
"February 20, 2018",Texas,"El Paso","7100 block of Dale Rd",1,0,N/A
"February 18, 2018",Arizona,"Sierra Vista","77 El Camino Real",1,0,N/A
"February 15, 2018",California,"Santa Barbara","E Camino Cielo",1,0,N/A
"February 8, 2018",Florida,"Myakka City","14930 Albritton Rd",1,0,N/A
"February 8, 2018",Texas,Lubbock,"5010 I-27",1,0,N/A
"February 7, 2018",Tennessee,Nashville,"1500 Porter Rd",1,0,N/A
"February 7, 2018","New York",Syracuse,"443 Shonnard St",1,0,N/A
"February 3, 2018",Mississippi,Gulfport,"4000 block of Ponderosa Dr",1,0,N/A
"February 3, 2018",California,"Santa Maria","600 block of W Polk St",1,0,N/A
"February 3, 2018",Louisiana,"Baton Rouge","4036 Hazelwood Dr",1,0,N/A
"January 31, 2018",Connecticut,Guilford,"104 Seaside Ave",1,0,N/A
"January 26, 2018","New Jersey","Egg Harbor Township","10 block of Woodrow Ave",1,0,N/A
"January 21, 2018",Indiana,Campbellsburg,"7460 E County Rd 800 N",1,0,N/A
"January 16, 2018",Georgia,Rome,"Bollen Ct",1,0,N/A
"January 15, 2018",Tennessee,Antioch,"100 Arbor Knoll Blvd",1,0,N/A
"January 14, 2018",Nebraska,Genoa,"N 390th Ave",1,0,N/A
"January 1, 2018",Oregon,Sherwood,"23077 SW Main St",1,0,N/A
"December 31, 2017",Mississippi,Cleveland,N/A,1,0,N/A
"December 30, 2017",Texas,Hillsboro,"1000 block of E Walnut St",1,0,N/A
"December 26, 2017",Illinois,Wilmington,"1800 S Water St",1,0,N/A
"December 22, 2017","New York",Guilford,"CR 35",1,0,N/A
"December 21, 2017","South Carolina",Inman,"Stevens Ct",1,0,N/A
"December 19, 2017",Arizona,Glendale,"Beardsley Rd and 67th Ave",1,0,N/A
"December 17, 2017",Texas,"Deer Park","1500 block of Wilson",1,0,N/A
"December 15, 2017",Alabama,Odenville,"900 block of Maple Trace",1,0,N/A
"December 13, 2017",Ohio,Newcomerstown,"16978 Horseshoe Bend East Rd SE",1,0,N/A
"December 10, 2017",Utah,"Roosevelt (Ballard)",N/A,1,0,N/A
"December 9, 2017",Alabama,Anniston,"Paul St",1,0,N/A
"December 5, 2017",Tennessee,Lawrenceburg,"1015 Smith Ave",1,0,N/A
"December 4, 2017","New Mexico",Albuquerque,"5000 block of Azuelo Ave NW",1,0,N/A
"November 30, 2017",Arizona,Phoenix,"Thomas Rd and 67th Ave",1,0,N/A
"November 26, 2017",Nevada,"West Wendover","800 Ash St",1,0,N/A
"November 25, 2017",Tennessee,"Memphis (Hickory Hill)","5900 block of Hickory Trace Cove",1,0,N/A
"November 24, 2017",Texas,Bulverde,N/A,1,0,N/A
"November 16, 2017",Colorado,Saguache,"CO 788",1,0,N/A
"November 13, 2017","North Carolina",Lillington,"2091 N.C. Highway 27",1,0,N/A
"November 13, 2017",Alabama,Adger,"Valley Ford Rd and Buford Rd",1,0,N/A
"November 12, 2017",Tennessee,Dresden,"Evergreen Street",1,0,N/A
"November 11, 2017",Minnesota,Aurora,"5800 block of Stepetz Road 53",1,0,N/A
"November 8, 2017",Texas,Kountze,"2600 block of FM 418",1,0,N/A
"November 4, 2017","New Hampshire","Exeter (Brentwood)","Pine Rd",1,0,N/A
"November 2, 2017",Connecticut,Wethersfield,"26-28 Alison Ln",1,0,N/A
"November 2, 2017",Virginia,Williamsburg,"1700 block of Skiffes Creek Circle",1,0,N/A
"October 31, 2017",Mississippi,Columbus,"Poplar St",1,0,N/A
"October 31, 2017",Georgia,Atlanta,"300 Block of Fairburn Rd",1,0,N/A
"October 29, 2017",Illinois,Chicago,"6600 S Marquette Rd",1,0,N/A
"October 28, 2017",Texas,"Fort Worth","5400 block of Wilson Rd",1,0,N/A
"October 26, 2017",Georgia,"Forest Park","Boca Grande Boulevard",1,0,N/A
"October 26, 2017",Arkansas,Altheimer,"700 block of Short Front St",1,0,N/A
"October 23, 2017",Alabama,Cullman,"Fox Meadow Trail",1,0,N/A
"October 21, 2017",Oklahoma,Tulsa,"2600 block of 28th St",1,0,N/A
"October 14, 2017",Illinois,Decatur,"1400 block of E Wellington Way",1,0,N/A
"October 14, 2017",Washington,Kelso,"1500 block of Carroll Rd",1,0,N/A
"October 11, 2017",Kentucky,Somerset,KY-1003,1,0,N/A
"October 7, 2017",Missouri,"Saint Louis (University City)","6600 block of Bartmer Ave",1,0,N/A
"October 7, 2017",Kentucky,Hopkinsville,"Beaumont Ct",1,0,N/A
"October 7, 2017",Utah,Santaquin,N/A,1,0,N/A
"October 3, 2017",Texas,Dallas,"Whitehurst Dr and Skillman St",1,0,N/A
"October 1, 2017",Indiana,Indianapolis,"1800 block of N Routiers Ave",1,0,N/A
"September 30, 2017",Mississippi,"Horn Lake","Longwood Cove",1,1,N/A
"September 30, 2017",Georgia,Augusta,"2400 Block of Amsterdam Dr",1,0,N/A
"September 26, 2017",Texas,Garland,"3700 block of Burning Tree Ln",1,0,N/A
"September 24, 2017","New York",Yonkers,"201 Warburton Ave",1,0,N/A
"September 22, 2017",Kentucky,Franklin,"303 Pepper St",1,0,N/A
"September 19, 2017",Texas,Manvel,"5000 block of CR 48",1,0,N/A
"September 17, 2017",Ohio,Fremont,"300 block of Jackson St",1,0,N/A
"September 14, 2017",Florida,Jacksonville,"4600 block of Ricker Road",1,0,N/A
"September 2, 2017",Tennessee,Springfield,"10th Ave",1,0,N/A
"August 28, 2017",Florida,"Pinellas Park","6500 87th Ave N",1,0,N/A
"August 27, 2017",Georgia,Marietta,"790 Wilson Circle",1,0,N/A
"August 26, 2017",Minnesota,"Minneapolis (Crystal)","5359 W Broadway Ave",1,0,N/A
"August 17, 2017","North Carolina","Winston Salem (Winston-salem)","4365 Wakeman Dr",1,0,N/A
"August 15, 2017",Washington,Spokane,"N Washington St and W Spokane Falls Blvd",1,0,N/A
"August 15, 2017",Arizona,"Queen Creek",N/A,1,0,N/A
"August 14, 2017",Alabama,Birmingham,"4100 Messer Airport Hwy",1,0,N/A
"August 12, 2017",Missouri,Festus,"1900 block of Iditarod Trail",1,0,N/A
"August 9, 2017",Oklahoma,Tulsa,"5000 block of S Hudson",1,0,N/A
"August 8, 2017",Wisconsin,Loganville,"Highway 23",1,0,N/A
"August 7, 2017",Texas,"Wichita Falls","1509 Trigg Ln",1,0,N/A
"August 4, 2017",Texas,"San Antonio","6200 block of Big Valley Dr",1,0,N/A
"August 4, 2017",Mississippi,Gulfport,"3600 block of Sabine Street",1,0,N/A
"August 2, 2017","New York","Glen Cove","Williams St",1,0,N/A
"July 26, 2017",Wisconsin,Waupaca,"E410 Rieben Rd",1,0,N/A
"July 26, 2017",California,Oakland,"2300 block of Fruitvale Ave",1,0,N/A
"July 23, 2017",Missouri,"Saint Louis","1400 block of Kealty Ln",1,0,N/A
"July 20, 2017",Texas,"Humble (Atascocita)","19900 block of River Brook Dr",1,0,N/A
"July 19, 2017",Georgia,Athens,"Hollow Ridge Drive",1,0,N/A
"July 18, 2017",Arizona,Mesa,"600 block of E Kino Dr",1,0,N/A
"July 17, 2017",Idaho,Troy,"Nora Creek Rd",1,0,N/A
"July 14, 2017",Louisiana,"Westwego (Bridge City)","9200 block of E Claiborne Pkwy",1,0,N/A
"July 13, 2017",Mississippi,Columbus,"Florence St",1,0,N/A
"July 8, 2017",Tennessee,Greeneville,"573 Warrensburg Road",1,0,N/A
"July 8, 2017",Illinois,"Des Plaines","9900 block of Linda Ln",1,0,N/A
"July 6, 2017",Louisiana,Harvey,"2400 block of Alex Kornman Blvd",1,0,N/A
"July 4, 2017",Texas,"San Antonio","3134 Mission Gate",1,0,N/A
"July 1, 2017",Indiana,Hammond,"7300 block of Harrison Avenue",1,0,N/A
"June 30, 2017",Georgia,"Jenkins (county)",N/A,1,0,N/A
"June 26, 2017",Alabama,Montgomery,"1714 Coral Ln",1,1,N/A
"June 24, 2017",Missouri,"Saint Louis","10000 block of Toelle Ln",1,0,N/A
"June 24, 2017",Tennessee,Nashville,"Hurst Dr",1,1,N/A
"June 22, 2017",Florida,Bradenton,"300 block of 12th Ave W",1,0,N/A
"June 19, 2017",Ohio,Barberton,"Pasadena Pl",1,0,N/A
"June 19, 2017",Georgia,Macon,"152 Bradstone Cir",1,0,N/A
"June 17, 2017",Oklahoma,Tulsa,"5400 block of North Hartford",1,2,N/A
"June 16, 2017",Georgia,Dallas,"Double Branches Lane",1,0,N/A
"June 14, 2017",Oklahoma,Tulsa,"1000 Block of E 51st Pl N",1,0,N/A
"June 12, 2017",Texas,Dayton,"CR 2342",1,0,N/A
"June 10, 2017","South Dakota","Tripp (county)",N/A,1,0,N/A
"June 8, 2017",California,Antioch,"4300 Block of Palomar Dr",1,0,N/A
"June 8, 2017",Louisiana,"Farmerville (Rocky Branch)",N/A,1,0,N/A
"June 6, 2017",Virginia,Chesterfield,"Welch Dr and Old Creek Rd",1,0,N/A
"June 1, 2017",Missouri,"Saint Louis","2500 block of Hodiamont Ave",1,0,N/A
"June 1, 2017",Texas,Houston,"13800 block of Northlake Dr",1,0,N/A
"May 31, 2017",Kansas,Topeka,"715 SW 16th Ave",1,0,N/A
"May 30, 2017",Oklahoma,Chickasha,"1214 W Chickasha Ave",1,0,N/A
"May 26, 2017",Louisiana,"New Orleans","3400 block of Esplanade Avenue",1,0,N/A
"May 24, 2017","South Carolina",Sumter,"Miller Road",1,0,N/A
"May 24, 2017",Illinois,Springfield,"200 block of E Scarritt St",1,0,N/A
"May 21, 2017",Wisconsin,Ontario,"Pisgah Road",1,0,N/A
"May 20, 2017",Kentucky,Campbellsville,"Busy Baker Road",1,0,N/A
"May 20, 2017",Illinois,"Des Plaines","2106 David Drive",1,0,N/A
"May 12, 2017",Texas,"Big Spring","1601 W 11th Place",1,0,N/A
"May 8, 2017",Louisiana,Eunice,"E Dean St",1,0,N/A
"May 5, 2017",Louisiana,"Baton Rouge","11320 Greenwell Springs Rd",1,0,N/A
"May 1, 2017",Michigan,Muskegon,"1751 Evanston Ave",1,0,N/A
"April 30, 2017",Alabama,Leeds,"4100 block of Oak Trail Way",1,0,N/A
"April 30, 2017",Florida,Jacksonville,"Willow Branch Avenue",1,0,N/A
"April 25, 2017",Pennsylvania,Mckeesport,"1300 Block of Ridge St",1,0,N/A
"April 25, 2017",Florida,"Homestead (Florida City)","421 NW 167th St",1,0,N/A
"April 21, 2017",Ohio,Akron,"600 block of Fulmer Ave",1,0,N/A
"April 19, 2017",Texas,Freeport,"1200 W 8th St",1,0,N/A
"April 12, 2017",California,Oakland,"800 block of E 18th St",1,0,N/A
"April 10, 2017",Florida,Orlando,"Ziegler Rd",1,0,N/A
"April 10, 2017",Georgia,"Forest Park","5539 Pineridge Ct",1,0,N/A
"April 9, 2017",Tennessee,Chattanooga,"2516 E 21st St",1,0,N/A
"April 8, 2017",Pennsylvania,Macungie,"3900 block of Orchard Drive",1,0,N/A
"April 4, 2017",Kansas,Wichita,"9700 block of Westlawn",1,0,N/A
"March 27, 2017",Florida,Orlando,"Kitty Hawk Ave",1,0,N/A
"March 23, 2017",Texas,Killeen,"800 block of W Green Ave",1,0,N/A
"March 22, 2017",Texas,Houston,"4002 Corder St",2,0,N/A
"March 22, 2017",Texas,"El Paso","400 Block of Hardy Circle",1,0,N/A
"March 20, 2017",Michigan,"Grand Rapids","800 Block of Kalamazoo Ave SE",1,0,N/A
"March 18, 2017",Michigan,Pontiac,"100 block of Wall St",1,0,N/A
"March 14, 2017",Missouri,"Saint Louis","3300 block of Michigan Ave",1,0,N/A
"March 13, 2017",Louisiana,"Baton Rouge","4747 Southpark Drive",1,0,N/A
"March 10, 2017",Texas,Spring,"21300 block of Greenham Dr.",1,0,N/A
"March 10, 2017",Washington,Seattle,"10200 block of 23rd Court Southwest",1,0,N/A
"March 6, 2017",Kentucky,"Dry Ridge","Kelly Drive",1,0,N/A
"March 4, 2017",Missouri,Otterville,"6249 Kaiser Rd",1,0,N/A
"February 26, 2017",Tennessee,Clifton,"2373 Culps Bend Road",1,0,N/A
"February 25, 2017",Georgia,Grovetown,"Coventry Avenue",1,0,N/A
"February 23, 2017",Louisiana,"Lake Charles","1700 block of Rena St",1,0,N/A
"February 23, 2017",California,Patterson,"100 block of Washburn Street",1,0,N/A
"February 18, 2017",Michigan,Holton,"192nd Ave and Cleveland Rd",1,0,N/A
"February 18, 2017",Arkansas,Texarkana,"E. 50th Street",1,0,N/A
"February 14, 2017",Indiana,Indianapolis,"3600 block of Glen Arm Rd",1,0,N/A
"February 11, 2017",Wisconsin,Kenosha,"3600 block of 48th St.",1,0,N/A
"February 2, 2017",Idaho,Peck,"22400 block of Big Canyon Road",1,0,N/A
"January 31, 2017",Nebraska,Omaha,"14122 Manderson Plaza",1,0,N/A
"January 30, 2017",Arkansas,Earle,"Lincoln Ave",1,0,N/A
"January 26, 2017","South Carolina",Sumter,"Somerset Drive",1,0,N/A
"January 22, 2017","South Carolina",Elgin,"200 block of Cherrywood Dr",1,0,N/A
"January 15, 2017",Indiana,Greenwood,"2000 block of Jaden Lane",1,0,N/A
"January 13, 2017",Ohio,Toledo,"1500 block of East Broadway St",1,0,N/A
"January 5, 2017",Virginia,Bluefield,"201 Neel St",1,0,N/A
"December 31, 2016",Texas,Houston,"4235 Oak Shadows",1,0,N/A
"December 31, 2016",Oregon,"Grants Pass","Robertson Bridge Rd",1,0,N/A
"December 31, 2016",Pennsylvania,Greencastle,"400 block of W Baltimore St",1,0,N/A
"December 29, 2016",Mississippi,"Macon (Prairie Point)","Buggs Ferry Road",1,0,N/A
"December 28, 2016",Georgia,Valdosta,"1000 block of Cherry Creek Drive",1,0,N/A
"December 28, 2016",Maine,Sanford,"Brunell Avenue",1,0,N/A
"December 27, 2016",Indiana,Elkhart,"25908 San Lu Rae Drive",1,0,N/A
"December 25, 2016",Tennessee,"Henderson (county)","6000 block of Middleburg Road",1,0,N/A
"December 23, 2016",Indiana,Elkhart,"29508 San Lu Rae Drive",1,0,N/A
"December 22, 2016",Alabama,"Geneva (county)","County Road 41",1,0,N/A
"December 21, 2016",Michigan,Detroit,"791 Tennessee St",1,0,N/A
"December 19, 2016",Arkansas,"Miller (county)","11000 block of Highway 71",1,0,N/A
"December 17, 2016",Mississippi,Meridian,"188 Mt. Horeb Rd",1,0,N/A
"December 17, 2016",Kansas,Wichita,"1300th block of North Erie",1,0,N/A
"December 12, 2016",Michigan,Detroit,"4300 block of Tireman",1,0,N/A
"December 6, 2016",Georgia,Mableton,"6660 Mableton Pkwy SE",1,0,N/A
"December 2, 2016",Virginia,"Charlotte (county)","Mt. Carmel Road",1,0,N/A
"November 28, 2016",Florida,"Winter Haven","2520 US Hwy 92 West",1,0,N/A
"November 28, 2016",Texas,"Del Rio","406 W Martinez St",2,0,N/A
"November 27, 2016",Pennsylvania,Republic,"218 Republic Rd",1,0,N/A
"November 26, 2016",Tennessee,Niota,"County Road 278",1,0,N/A
"November 22, 2016",Indiana,Anderson,"1600 block of West 7th Street",1,0,N/A
"November 22, 2016",Virginia,Christiansburg,"700 block of Dabney Road",1,0,N/A
"November 12, 2016",Colorado,"La Salle","18000 block of County Road 43",1,0,N/A
"November 11, 2016",Oklahoma,"Fort Towson",N/A,1,0,N/A
"November 8, 2016",Virginia,Hampton,"500 block of Pennsylvania Ave",1,0,N/A
"November 7, 2016",Pennsylvania,"New Kensington (Arnold)","1417 Orchard Ave",1,0,N/A
"November 6, 2016",Georgia,Atlanta,"1800 block of Charleston Avenue",1,0,N/A
"October 30, 2016",Pennsylvania,Norristown,"600 block of George Street",1,0,N/A
"October 22, 2016",Louisiana,Larose,"East Avenue C",1,0,N/A
"October 16, 2016",Washington,Yacolt,"34900 block of NE Thompson Road",1,0,N/A
"October 16, 2016","North Dakota",Bismarck,"106th St SE",1,0,N/A
"October 11, 2016",Georgia,Acworth,"4800 block of Ryan Road",1,0,N/A
"October 9, 2016","South Carolina",Aynor,"Garner Road",1,0,N/A
"October 7, 2016",Georgia,"Richmond (county)","Done Roven Road",1,0,N/A
"October 3, 2016","North Dakota",Sanborn,"506 5th St",1,0,N/A
"September 29, 2016",Texas,"Fort Worth","3712 North Elm Street",1,0,N/A
"September 27, 2016",Iowa,"Cedar Rapids","800 block of 15th Street SE",1,0,N/A
"September 22, 2016",Maryland,Bladensburg,"4200 block of 58th Avenue",1,0,N/A
"September 17, 2016",Alaska,Juneau,"3000 block of Mountainwood Circle",1,0,N/A
"September 14, 2016",Texas,"Bexar (county)",N/A,1,0,N/A
"September 12, 2016","South Carolina",Spartanburg,"320 Spruce Street",1,0,N/A
"September 8, 2016",California,Rosamond,"2600 block of 25th Street West",1,0,N/A
"September 5, 2016",Texas,"San Benito","200 block of Los Ranchitos",1,0,N/A
"September 5, 2016",Michigan,Kalamazoo,"1500 block of Clinton Avenue",2,0,N/A
"August 28, 2016",Kentucky,Louisville,"3015 Penway Ave",1,0,N/A
"August 27, 2016",Texas,"San Benito","500 block of Doherty Street",1,0,N/A
"August 15, 2016",Florida,Naples,"1900 Tamiami Trail N",1,0,N/A
"August 12, 2016",Pennsylvania,Mountville,"17 West Main Street",1,0,N/A
"August 9, 2016",Idaho,"New Plymouth","5000 block of Highway 52",1,0,N/A
"August 6, 2016","North Carolina",Shelby,"105 Lindsey Lee Ln",1,0,N/A
"August 5, 2016",Illinois,Chicago,"2700 block of West Evergreen Avenue",1,0,N/A
"August 2, 2016","South Carolina",Coward,"4312 Circle Drive",1,1,N/A
"August 2, 2016",Ohio,Columbus,"400 block of E Markison Ave",1,0,N/A
"August 1, 2016",Oklahoma,Ardmore,"1200 block of L Street",1,0,N/A
"July 31, 2016",Alabama,"Birmingham (Homewood)","1301 Lakeshore Dr.",1,0,N/A
"July 30, 2016","New York",Elmira,"200 block of West Hudson Street",1,0,N/A
"July 26, 2016",Texas,"San Antonio","3600 block of Callaghan Road",1,0,N/A
"July 25, 2016",Arizona,Tempe,"1000 E Orange Street",1,0,N/A
"July 22, 2016",Indiana,Huntingburg,"202 N. Main St.",1,0,N/A
"July 19, 2016",Texas,Alvin,"3400 block of Oxford",1,0,N/A
"July 15, 2016",Florida,Tallahassee,"2684 Tess Circle",1,0,N/A
"July 15, 2016",Texas,Houston,"Sageland Drive",1,0,N/A
"July 15, 2016",Florida,"Port Orange","829 Hudson Lane",1,0,N/A
"July 8, 2016",Texas,"Mineral Wells","2600 block of S.W 8th Avenue",1,0,N/A
"July 6, 2016",Alabama,Toney,"2500 block of Alabama 251",1,0,N/A
"July 3, 2016",Florida,Sarasota,"4583 Bee Ridge Road",1,0,N/A
"July 3, 2016",Tennessee,"Chattanooga (East Ridge)","201 Eads Street",1,0,N/A
"June 29, 2016",Pennsylvania,Philadelphia,"5300 block of E Walnut Lane",1,0,N/A
"June 28, 2016",Texas,"San Antonio","8600 block of Star Creek Drive",1,0,N/A
"June 27, 2016",Arizona,Phoenix,"1600 block of West Missouri Avenue",1,0,N/A
"June 22, 2016",Indiana,Indianapolis,"3300 block of Wallace Avenue",1,0,N/A
"June 22, 2016",Georgia,Adel,"800 block of Guy Street",1,0,N/A
"June 17, 2016",Pennsylvania,Pittsburgh,"4290 Melwood Ave",1,0,N/A
"June 13, 2016","West Virginia",Fairmont,"Cleveland Avenue",1,0,N/A
"June 11, 2016",Louisiana,"Baton Rouge","3500 block of Wayne Ave",1,0,N/A
"June 7, 2016",Michigan,Detroit,"5300 block of Radnor",1,0,N/A
"June 6, 2016",Maryland,Annapolis,"1300 block of Tyler Avenue",1,0,N/A
"June 6, 2016",Georgia,Hawkinsville,"18 Franklin Street",1,0,N/A
"June 3, 2016",Missouri,"Saint Louis","9500 block of Page Ave",1,0,N/A
"June 3, 2016",Colorado,Aurora,"1575 Galena Street",1,0,N/A
"June 3, 2016",Illinois,Chicago,"3500 block of South Parnell Avenue",1,0,N/A
"May 25, 2016",Washington,Seattle,"6000 block of High Point Drive SW",1,0,N/A
"May 19, 2016","New York",Bronx,"810 Astor Avenue",1,0,N/A
"May 14, 2016",Florida,Alford,"Compass Lake Drive",1,0,N/A
"May 10, 2016",Louisiana,Shreveport,"1100 block of Wilkinson Street",1,0,N/A
"April 20, 2016",California,"West Point","1100 block of Bald Mountain Rd",1,0,N/A
"April 19, 2016",California,Sacramento,"7800 block of Sunrise Greens Drive",1,0,N/A
"April 14, 2016",California,Victorville,"13000 block of Bennington Drive",1,0,N/A
"April 10, 2016","North Carolina","Granite Falls","1398 Baton Church Rd",1,0,N/A
"April 7, 2016",Massachusetts,Springfield,"212 Plainfield St",1,0,N/A
"April 2, 2016","South Carolina","Rock Hill","800 block of Horseman Drive",1,0,N/A
"March 31, 2016","North Carolina","La Grange","Mimosa Lane and Maple Grove Dr",1,0,N/A
"March 28, 2016",Georgia,Douglas,"900 block of South Coffee Avenue",1,0,N/A
"March 27, 2016",Mississippi,Brookhaven,"Highway 550",1,0,N/A
"March 25, 2016",Hawaii,"Mountain View","Oshiro Road",1,0,N/A
"March 20, 2016",Pennsylvania,"Mount Pleasant","151 South Church St",1,0,N/A
"March 19, 2016",Florida,Apopka,"1008 Sheeler Hills Drive",1,0,N/A
"March 18, 2016",Iowa,"Cedar Rapids","1424 Bever Ave. SE",1,0,N/A
"March 17, 2016","South Carolina",Bennettsville,"Spencer Street",1,0,N/A
"March 14, 2016",Texas,Bridgeport,"County Road 3825",1,0,N/A
"March 14, 2016","West Virginia",Beckley,"Bethel Road",1,0,N/A
"March 14, 2016",Missouri,"Kansas City","North Flora and Northeast 80th Street",1,0,N/A
